Customer ID,Country,State,City,Zip Code,Latitude,Longitude,Population,Age,Gender,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
4913-EHYUI,United States,California,Alpaugh,93201,35.869626,-119.498771,1054,80,Male,No,Yes,Yes,No,0,No,0,56,Offer B,Yes,48.8,Yes,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.55,5794.65,0,0,2732.8,8527.45,Q3,1,Churned,Yes,1,91,6268,Competitor,Competitor offered higher download speeds
1626-ERCMM,United States,California,Camp Nelson,93208,36.057458,-118.591951,191,75,Male,No,Yes,Yes,No,0,Yes,7,20,None,Yes,5.31,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.55,1899.65,0,0,106.2,2005.85,Q3,1,Churned,Yes,1,84,5604,Competitor,Competitor had better devices
5644-PDMZC,United States,California,Delano,93215,35.772244,-119.209689,37280,69,Female,No,Yes,No,No,0,No,0,2,None,Yes,47.47,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.5,161.5,0,0,94.94,256.44,Q3,2,Churned,Yes,1,80,2065,Attitude,Attitude of support person
4160-AMJTL,United States,California,Fellows,93224,35.215731,-119.57013,626,74,Female,No,Yes,No,No,0,No,0,8,None,Yes,27.95,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.65,164.3,0,0,223.6,387.9,Q3,2,Churned,Yes,1,83,5432,Attitude,Attitude of support person
0823-HSCDJ,United States,California,Temecula,92592,33.507255,-117.029473,46171,76,Male,No,Yes,No,No,0,No,0,52,None,No,0,No,Yes,DSL,18,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.15,2550.9,0,30,0,2580.9,Q3,2,Churned,Yes,1,90,5597,Competitor,Competitor made better offer
0067-DKWBL,United States,California,San Diego,92129,32.961064,-117.134917,47224,69,Male,No,Yes,No,No,0,No,0,2,None,Yes,43.99,No,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.25,91.1,0,0,87.98,179.08,Q3,2,Churned,Yes,1,95,3475,Competitor,Competitor made better offer
5244-IRFIH,United States,California,San Diego,92129,32.961064,-117.134917,47224,72,Male,No,Yes,Yes,No,0,Yes,1,33,None,Yes,27.78,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,3105.55,0,0,916.74,4022.29,Q3,3,Churned,Yes,1,91,4333,Other,Poor expertise of online support
2684-EIWEO,United States,California,San Diego,92129,32.961064,-117.134917,47224,69,Female,No,Yes,No,No,0,No,0,30,None,Yes,45.88,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,91.7,2758.15,0,0,1376.4,4134.55,Q3,1,Churned,Yes,1,90,2482,Competitor,Competitor made better offer
6683-VLCTZ,United States,California,San Diego,92129,32.961064,-117.134917,47224,73,Male,No,Yes,No,No,0,No,0,20,None,Yes,44.44,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,98.55,1842.8,0,120,888.8,2851.6,Q3,3,Churned,Yes,1,92,5444,Competitor,Competitor made better offer
0691-IFBQW,United States,California,Biola,93606,36.798882,-120.019511,807,65,Female,No,Yes,No,No,0,No,0,46,None,Yes,2.37,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110,4874.8,0,0,109.02,4983.82,Q3,1,Churned,Yes,1,81,2403,Competitor,Competitor made better offer
3643-AHCFP,United States,California,Selma,93662,36.545322,-119.642281,26213,74,Male,No,Yes,Yes,No,0,Yes,1,7,None,Yes,21.91,Yes,Yes,Cable,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,644.35,0,0,153.37,797.72,Q3,3,Churned,Yes,1,83,3265,Competitor,Competitor made better offer
9231-ZJYAM,United States,California,Squaw Valley,93675,36.719141,-119.202677,3146,65,Female,No,Yes,No,No,0,No,0,4,None,Yes,36.93,No,Yes,Fiber Optic,18,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,292.8,0,0,147.72,440.52,Q3,3,Churned,Yes,1,72,5301,Other,Moved
0727-BMPLR,United States,California,Fresno,93706,36.654614,-119.903674,35790,66,Female,No,Yes,No,No,0,No,0,55,None,Yes,37.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100,5509.3,0,100,2055.9,7665.2,Q3,3,Churned,Yes,1,83,5679,Competitor,Competitor offered higher download speeds
0947-MUGVO,United States,California,Jolon,93928,35.930782,-121.189757,254,71,Male,No,Yes,Yes,No,0,Yes,1,20,None,Yes,5.37,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,1463.5,0,0,107.4,1570.9,Q3,1,Churned,Yes,1,95,5849,Competitor,Competitor had better devices
0781-LKXBR,United States,California,San Francisco,94102,37.7795,-122.419233,28998,65,Male,No,Yes,No,No,0,No,0,9,None,Yes,48.71,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,918.6,0,0,438.39,1356.99,Q3,1,Churned,Yes,1,70,4038,Competitor,Competitor had better devices
1907-UBQFC,United States,California,San Francisco,94108,37.791998,-122.408653,13723,69,Male,No,Yes,No,No,0,No,0,10,None,Yes,5.46,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,688.65,0,30,54.6,773.25,Q3,1,Churned,Yes,1,91,3189,Competitor,Competitor had better devices
6513-EECDB,United States,California,San Francisco,94114,37.758085,-122.434801,30587,75,Male,No,Yes,Yes,No,0,No,0,1,None,Yes,36.92,Yes,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,73.55,0,0,36.92,110.47,Q3,2,Churned,Yes,1,94,4369,Price,Price too high
7074-IEVOJ,United States,California,San Francisco,94130,37.820894,-122.369725,1458,75,Female,No,Yes,No,No,0,No,0,3,None,Yes,41.9,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,205.05,0,0,125.7,330.75,Q3,1,Churned,Yes,1,91,3501,Dissatisfaction,Product dissatisfaction
4750-ZRXIU,United States,California,Palo Alto,94304,37.386978,-122.177746,1723,68,Female,No,Yes,No,No,0,No,0,4,None,Yes,6.68,Yes,Yes,Cable,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,360.1,0,0,26.72,386.82,Q3,1,Churned,Yes,1,83,2467,Competitor,Competitor had better devices
7028-DVOIQ,United States,California,Birds Landing,94512,38.140719,-121.838298,138,71,Male,No,Yes,No,No,0,No,0,35,None,Yes,20.83,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.05,3395.8,0,120,729.05,4244.85,Q3,1,Churned,Yes,1,82,2074,Other,Don't know
4208-UFFGW,United States,California,Byron,94514,37.83323,-121.601461,10153,80,Male,No,Yes,No,No,0,No,0,2,Offer E,Yes,26.62,No,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.95,85.15,0,0,53.24,138.39,Q3,2,Churned,Yes,1,84,5900,Other,Don't know
9889-TMAHG,United States,California,Fremont,94539,37.516791,-121.899117,46917,66,Male,No,Yes,No,No,0,No,0,8,None,Yes,11.57,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,100.3,832.35,0,0,92.56,924.91,Q3,1,Churned,Yes,1,74,5084,Competitor,Competitor had better devices
8919-FYFQZ,United States,California,Livermore,94550,37.571748,-121.659562,75929,73,Male,No,Yes,Yes,No,0,Yes,2,44,None,No,0,No,Yes,Cable,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,1359.7,0,0,0,1359.7,Q3,1,Churned,Yes,1,96,4829,Competitor,Competitor had better devices
6646-QVXLR,United States,California,Napa,94558,38.489789,-122.27011,63947,77,Male,No,Yes,Yes,No,0,Yes,1,62,None,Yes,7.11,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.75,6383.35,0,0,440.82,6824.17,Q3,1,Churned,Yes,1,91,5052,Competitor,Competitor had better devices
9369-XFEHK,United States,California,Pleasanton,94566,37.633361,-121.862395,36669,76,Female,No,Yes,Yes,No,0,Yes,1,33,None,Yes,33.19,Yes,Yes,Cable,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.6,2656.5,0,0,1095.27,3751.77,Q3,2,Churned,Yes,1,72,3601,Competitor,Competitor offered more data
1374-DMZUI,United States,California,San Ramon,94583,37.766556,-121.976784,44078,65,Female,No,Yes,No,No,0,No,0,4,Offer E,Yes,49.5,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0,0,198,622.45,Q3,2,Churned,Yes,1,91,5419,Competitor,Competitor made better offer
1989-PRJHP,United States,California,Pleasanton,94588,37.685052,-121.912061,28568,75,Male,No,Yes,Yes,No,0,Yes,1,27,None,Yes,10.6,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1893.95,0,0,286.2,2180.15,Q3,1,Churned,Yes,1,65,2377,Competitor,Competitor had better devices
4822-RVYBB,United States,California,Berkeley,94704,37.871416,-122.246597,21205,75,Male,No,Yes,No,No,0,No,0,8,Offer E,Yes,40.45,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,819.4,0,0,323.6,1143,Q3,1,Churned,Yes,1,90,5906,Attitude,Attitude of support person
4184-TJFAN,United States,California,Berkeley,94707,37.897753,-122.279391,11889,68,Female,No,Yes,Yes,No,0,Yes,1,3,Offer E,Yes,25.77,No,Yes,Fiber Optic,2,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,88.3,273.75,0,0,77.31,351.06,Q3,1,Churned,Yes,1,68,4486,Attitude,Attitude of support person
4145-UQXUQ,United States,California,Berkeley,94710,37.872902,-122.303708,8157,71,Female,No,Yes,No,No,0,No,0,8,Offer E,Yes,42.93,No,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0,0,343.44,1073.39,Q3,1,Churned,Yes,1,81,5662,Competitor,Competitor had better devices
1236-WFCDV,United States,California,Greenbrae,94904,37.946617,-122.563571,12010,74,Male,No,Yes,No,No,0,No,0,14,None,Yes,11.31,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.45,1266.1,0,0,158.34,1424.44,Q3,3,Churned,Yes,1,96,4777,Competitor,Competitor offered more data
1271-SJBGZ,United States,California,Forest Knolls,94933,38.010092,-122.689442,1025,77,Male,No,Yes,No,No,0,No,0,12,None,No,0,No,Yes,DSL,10,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.65,526.95,0,0,0,526.95,Q3,1,Churned,Yes,1,74,2437,Competitor,Competitor had better devices
4441-NIHPT,United States,California,Freedom,95019,36.936228,-121.785559,4753,73,Female,No,Yes,No,No,0,No,0,13,None,Yes,40.37,No,Yes,Fiber Optic,21,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,940.35,0,0,524.81,1465.16,Q3,1,Churned,Yes,1,90,2995,Competitor,Competitor had better devices
